loc,PM2.5,year,month,day,hour,PM10,AT,BP,SR,RH,WS,WD,NO,NO2,SO2,Ozone,CO,Benzene,NH3,NOx
NehruNagar,98.5,2018,10,6,3,201.5,22.97,984.82,8.95,89.15,0.25,289.7,79.12,59.88,7.68,3.78,1.7,5.27,33.5,94.3
NehruNagar,105.75,2018,10,6,4,186,22.63,985.03,8.65,90.6,0.25,291.28,58.85,57.18,6.92,2.32,1.9,4.27,37.15,76.35
NehruNagar,107.25,2018,10,6,5,171.75,22.25,985.52,8.58,92.62,0.25,283.23,54.82,50.55,6.95,3.38,1.4,4.05,38.2,69.55
NehruNagar,116.25,2018,10,6,6,181.75,22.58,986.23,25.92,92.58,0.3,222.03,61.95,47.85,7.05,2.85,1.55,4,38.87,73.95
NehruNagar,125.75,2018,10,6,7,217.75,25.85,987.15,97.48,77.6,0.58,242.4,75.78,62.75,8.72,2.68,1.7,4.07,40.43,92.98
NehruNagar,122,2018,10,6,8,248,28.9,987.82,269.95,64.65,0.52,259.93,19.2,49.92,11.7,17.6,1.18,3.45,40.67,40.12
NehruNagar,83.25,2018,10,6,9,221.25,31.35,988,390.4,55.3,0.6,270.55,7.62,33.57,12.8,48.3,1.03,2.45,38.88,22.12
NehruNagar,74.25,2018,10,6,10,209.5,33.02,988,558.88,44.72,0.8,274.6,5.9,32.1,16.92,101.08,1.15,3.4,38.77,19.85
NehruNagar,71.25,2018,10,6,11,194,34.92,987.2,686.95,33.08,0.9,285.6,5.1,32.05,13.12,136.15,1.08,5.22,33.12,19.2
NehruNagar,63.75,2018,10,6,12,176.5,35.73,986.4,661.2,27.7,0.72,263.9,4.5,25.43,14.3,142.75,0.92,4.8,28.07,15.17
NehruNagar,47.75,2018,10,6,13,162.5,36.12,985.4,583.1,26.3,0.93,282.03,4.58,20.65,14.47,153.72,0.77,4.4,25.38,12.67
NehruNagar,44.25,2018,10,6,14,137,35.85,984.65,509.05,25.92,0.65,284.75,4.12,19.23,15.47,139.02,0.63,3.55,23.25,11.6
NehruNagar,35.75,2018,10,6,15,121,34.6,984.05,327.2,27.68,0.9,291.43,3.98,18.9,11.23,110.65,0.58,2.85,24.22,11.3
NehruNagar,35,2018,10,6,16,162.5,31.4,984,84.02,33.1,0.75,290.05,4.33,22.77,9.25,84.73,0.68,2.27,27.15,13.6
NehruNagar,33.5,2018,10,6,17,237.5,28.82,984.13,37.7,38.12,0.33,248.85,5.4,53,12.62,36.7,0.88,2.1,26.4,30.6
NehruNagar,46.75,2018,10,6,18,174,26.4,984.6,18.77,47.75,0.38,283.62,40.57,92.2,13.48,5.07,2.07,10.12,26.52,80.05
NehruNagar,121.25,2018,10,6,19,275.5,25.72,985.02,17.55,55.75,0.25,273.25,86.62,96.07,14.22,6.02,3.25,10.05,33.4,119.72
NehruNagar,155.5,2018,10,6,20,280,25.23,985.7,17.95,60.2,0.33,268.45,75.87,81.02,11.68,4.7,2.78,10.78,33.03,102.95
NehruNagar,69.75,2018,10,6,21,220.25,24.88,985.95,17.62,63.97,0.23,268.3,65.18,77.25,7.75,6.72,2.5,13.68,33.68,92.25
NehruNagar,81.5,2018,10,6,22,236.5,24.12,985.7,17.2,69.22,0.18,280.33,109.1,76.5,8.22,5.25,2.52,12.18,36.8,128.05
NehruNagar,87.75,2018,10,6,23,247.25,23.47,985.5,17.43,73.5,0.2,267.07,79.32,70.27,7.67,4.7,2.38,9.57,37.67,100
NehruNagar,73.75,2018,10,7,0,213.25,22.93,985.22,17.45,74.1,0.25,247.88,69.68,70,8.03,4.95,2,9.38,36.67,91.98
NehruNagar,70.75,2018,10,7,1,183.5,22.82,985.07,16.93,74.5,0.23,244.38,78.75,69.48,7.65,6.38,1.82,8.75,38.62,99.18
NehruNagar,75.5,2018,10,7,2,173.5,23.52,984.85,16.03,69.95,0.45,214.7,67.72,77.72,9.15,4.8,2.48,7.9,33.2,94.55
NehruNagar,85.25,2018,10,7,3,203.5,23.12,984.8,15.5,73.1,0.4,219.52,96.9,66.75,10.6,3.43,1.77,6.8,31.93,112.52
NehruNagar,92.5,2018,10,7,4,203.5,22.8,984.9,12,75.9,0.38,245.83,68.3,62.3,11.5,3.22,1.7,5.45,38.45,86.88
NehruNagar,91.75,2018,10,7,5,181.25,21.8,985.35,10.03,81.15,0.2,287.45,29.62,51.65,9.45,3.82,1.13,4.17,39.82,49.65
NehruNagar,84,2018,10,7,6,155.75,21.65,986.05,22.98,82.45,0.2,291.48,27.65,49.02,9.12,3.22,1.13,3.08,36.75,46.52
NehruNagar,82.75,2018,10,7,7,167,25.35,986.9,85.07,69.52,0.38,251.75,54.88,57.73,12,3.53,1.4,3.27,37.72,73.57
NehruNagar,85.75,2018,10,7,8,194,28.75,987.4,265.75,56.57,0.5,267.55,12.22,47.72,11.65,22.4,1.13,3.1,37.15,33.28
NehruNagar,80.25,2018,10,7,9,197,31,987.57,367.05,50,0.43,280.27,9.9,48.57,16.6,57.58,1.18,3.7,38.8,31.88
NehruNagar,83.75,2018,10,7,10,216.5,32.57,987.3,543.05,41,0.68,296.55,7.38,47.32,27.4,109.27,1.13,4.27,38.8,29.25
NehruNagar,78.25,2018,10,7,11,249.75,34.98,986.68,640.9,32.93,0.85,284.35,5.85,30.27,18.8,149.05,1,3.38,34.2,18.82
NehruNagar,67.25,2018,10,7,12,254,35.32,985.72,648.63,31.17,0.87,299.35,4.73,28,14.18,180.73,1.03,4,32.82,16.78
NehruNagar,77.5,2018,10,7,13,243,35.65,984.82,614.77,29.15,1.03,276.42,4.83,23.42,11.7,162.7,0.95,3.47,30.5,14.4
NehruNagar,70.5,2018,10,7,14,210.25,35.5,983.95,508.15,29.95,0.83,287.83,4.73,16.28,15.48,151.33,0.83,4.97,27.65,10.53
NehruNagar,45.25,2018,10,7,15,187,34.38,983.25,311.95,32.7,0.87,288.95,4.17,17.27,18.02,148.45,0.72,2.32,26.28,10.6
NehruNagar,47,2018,10,7,16,193.5,31.2,983,81.52,37.92,0.67,289.47,4.23,23.48,13.3,120.68,0.83,2.2,25.88,13.92
NehruNagar,62.5,2018,10,7,17,205,28.72,983.12,35.6,45.95,0.63,309.55,5.93,62,18.87,71.55,1.28,3.28,25.68,35.9
NehruNagar,104.25,2018,10,7,18,276,26.67,983.62,15.55,52.38,0.18,285.45,7.62,87.2,20.95,30.9,1.7,6.77,27.05,50.55
NehruNagar,125.75,2018,10,7,19,323,25.65,984.27,15.97,59.57,0.43,248.75,55.17,104.12,16.08,5,2.87,8.1,32.05,98.3
NehruNagar,171,2018,10,7,20,358,24.78,984.8,16.03,67.13,0.5,256.08,98.18,100.95,13.33,6.6,4.17,9.83,32.7,131.7
NehruNagar,206.75,2018,10,7,21,395.75,24.2,984.95,15.95,68.8,0.3,291.07,70.48,83.67,11.53,6,3.12,8.45,31.55,99.97
NehruNagar,133.5,2018,10,7,22,316,23.78,985.07,15.22,71.07,0.1,278.53,117.38,90.23,11.6,5.92,2.47,8.15,32.25,141.78
NehruNagar,108.25,2018,10,7,23,282.5,23.67,985.2,14.35,73.63,0.38,225.83,115.6,85.77,12.1,7.73,2.58,7.53,34.48,138
NehruNagar,116.5,2018,10,8,0,282.25,23.33,985.03,12.78,74.12,0.25,276.07,24.42,82.3,10.15,4.42,1.5,5.33,37.6,69.57
NehruNagar,113,2018,10,8,1,231,22.95,984.78,11.35,75.68,0.35,297.8,27.85,75.6,10.8,4.95,1.37,4.05,41.5,60.97
NehruNagar,117.25,2018,10,8,2,228,22.28,984.62,11.52,80.37,0.1,161.4,77.35,88.12,12.68,4.28,3.52,4.38,31.93,107.92
NehruNagar,120.5,2018,10,8,3,225.5,22.03,984.35,9.7,83.1,0.1,272.43,67.48,61.03,11.35,7.43,1.5,4.65,33.7,65.53
NehruNagar,121,2018,10,8,4,215.25,21.58,984.45,9.07,85.98,0.1,240.47,43.35,53.68,11.62,11.62,1.83,4.85,37.6,61.88
NehruNagar,131.5,2018,10,8,5,213.75,21.43,984.57,8.82,85.7,0.13,237.75,62.68,56.3,12.33,10.05,1.6,5.32,38.55,79.08
NehruNagar,155,2018,10,8,6,259,21.52,985.05,19.87,86.75,0.1,299.85,126.57,60.8,13.67,12.8,2.17,5.23,39.8,133.62
NehruNagar,187.75,2018,10,8,7,354.5,24.88,985.93,84.05,72.38,0.25,193.6,76.47,83.85,18.75,20.8,2.42,11.27,44.77,104.85
NehruNagar,190.25,2018,10,8,8,406,27.65,986.48,229.23,58.8,0.65,96.98,33.02,97.12,60.32,35.15,1.75,5.73,43.93,76.7
NehruNagar,174.5,2018,10,8,9,374,30.17,986.3,327.25,50,0.53,80.1,17.27,94.15,38.4,73.73,1.65,4.58,45.75,62.18
NehruNagar,172.5,2018,10,8,10,364.25,32.55,985.97,498.53,41.43,0.4,187.98,9.88,83.75,39.98,113.85,1.63,4.55,45.12,50.53
NehruNagar,141.5,2018,10,8,11,336,34,985.52,581.43,36.2,0.63,163.3,6.35,52.98,22.88,130.2,1.32,4.48,36.85,31.38
NehruNagar,103.25,2018,10,8,12,274.5,34.8,984.47,594.18,35.38,0.55,168.2,4.9,37.25,21.7,72.7,1.1,3.48,33.93,21.92
NehruNagar,90.5,2018,10,8,13,240.5,35.25,983.5,560.52,33.48,0.65,142.47,4.2,29.3,36.2,84.74,1,2.7,32.27,17
NehruNagar,95.5,2018,10,8,14,243,35.5,982.15,442.77,31.2,0.58,267.45,4.2,28.83,20.07,96.78,0.95,3.15,30.47,16.75
NehruNagar,110.25,2018,10,8,15,256.5,35.02,981.32,280.25,31.83,0.53,298.9,4.05,25.4,19.12,85.93,0.85,3.4,27.8,14.77
NehruNagar,67.5,2018,10,8,16,205.25,31.98,981.02,92.23,38.88,0.4,297.1,3.77,28.18,20.32,150.5,1,2.65,27,16.05
NehruNagar,68.75,2018,10,8,17,227.25,29.33,981.07,70.68,49.15,0.33,320.12,4.33,73.18,18.15,124.03,1.43,4.95,28.93,40.5
NehruNagar,99.5,2018,10,8,18,330,28.42,981.75,31.72,53.95,0.28,47.15,24.92,160.18,24.97,63.33,2.77,10.1,31.7,103.52
NehruNagar,181.75,2018,10,8,19,451.75,27.62,982.2,33.02,56.93,0.2,88.62,95.5,169.97,26.85,29.15,5.15,15.93,39.98,166.3
NehruNagar,272.25,2018,10,8,20,583.25,26.38,982.52,29.38,62.43,0.18,120.6,121.45,143.95,17.42,10.9,4.85,14.33,34.8,173.6
NehruNagar,164,2018,10,8,21,441,25.53,982.7,23.58,65.65,0.15,115.55,108.77,102.02,16.95,6.52,4.15,10.57,36.05,141.23
NehruNagar,150.25,2018,10,8,22,414,25.05,982.7,20.15,67.4,0.13,120.48,107.05,88.15,19.25,5.3,3.37,9.47,41.05,132
NehruNagar,149.5,2018,10,8,23,404,24.88,982.83,19.85,65.35,0.2,99.95,83.73,94.83,25.32,4.7,2.55,8.43,42.75,116.6
NehruNagar,153.25,2018,10,9,0,381.5,25.32,983.2,19.95,61.73,0.75,92.92,63.8,93.27,17.93,4.15,1.73,7.1,42,99.35
NehruNagar,125,2018,10,9,1,313.25,25.03,983.08,19.68,64.5,0.62,77.85,25.12,79.45,14.23,16.35,1.22,4.95,44.15,60.68
NehruNagar,129.25,2018,10,9,2,284.25,24.9,983.15,19.48,64.73,0.98,104.7,134.97,137.65,16.05,8,4.37,4.2,35.05,181.2
NehruNagar,132.75,2018,10,9,3,279.5,24.5,983,19.97,67.4,1.25,96,5.6,53.48,13.15,28.12,1,3.35,36.38,31.08
NehruNagar,131,2018,10,9,4,261,23.97,982.93,20.05,70.45,1.1,97.05,4.87,49.73,11.03,31.68,1.35,2.8,41.12,28.4
NehruNagar,126.5,2018,10,9,5,254,23.88,982.95,19.83,68.45,1.4,106.62,5.55,45.68,10.95,34.33,1.1,2.73,41.2,26.8
NehruNagar,122.25,2018,10,9,6,257.5,23.68,983.5,32.88,69.65,1.12,111.22,14.13,64.72,10.58,18.5,1.28,2.73,40.03,43.87
NehruNagar,124.5,2018,10,9,7,293.25,24.9,984.33,96.9,66.47,1.28,98.8,29.35,72.18,12.23,10.8,1.47,3.03,39.12,60.48
NehruNagar,126.25,2018,10,9,8,333,26.53,985.03,254.58,59.8,1.92,103.92,14.07,56.25,23.22,37.1,1.25,3.02,41.58,39.38
NehruNagar,115,2018,10,9,9,299.25,28.38,985.38,328.97,54.25,1.75,105.42,19.2,62.9,101.63,32.7,1.25,2.98,39.97,47.05
NehruNagar,108.75,2018,10,9,10,281.75,30.4,985.57,525.42,48.3,0.95,98.17,14.05,62.45,101.4,52.9,1.2,3,40.05,42.6
NehruNagar,109.25,2018,10,9,11,275.5,32.95,984.97,604.3,40.12,0.83,79.62,9.43,41.15,54.38,96.88,1.05,3.07,37.9,27.65
NehruNagar,80.25,2018,10,9,12,221.5,34.13,983.95,632.7,31.6,1.05,92.67,5.58,29,28.57,156,0.83,2.3,30.25,17.95
NehruNagar,62.5,2018,10,9,13,197.25,34.12,982.8,563.12,34.62,1.25,88.58,4.85,31.9,22.02,190.43,0.87,2.2,29,18.97
NehruNagar,59.75,2018,10,9,14,210,34.7,981.98,462.83,31.02,0.97,84.33,4.62,25.43,19.95,172.18,0.78,2.15,27.5,15.3
NehruNagar,56,2018,10,9,15,186.25,34.1,981.35,276.8,34.75,0.87,107.6,5.05,38.48,18.9,159.4,0.87,1.9,28.15,22.63
NehruNagar,56.5,2018,10,9,16,203.75,32.05,981.23,92.72,40.25,0.95,133.98,7.58,93.88,15.3,75.1,1.1,2.05,26.47,53.93
NehruNagar,60.25,2018,10,9,17,236.5,29.67,981.47,37.93,49.3,0.25,80.47,24.17,127,17.5,8.2,1.68,2.42,27.85,85.4
NehruNagar,126.25,2018,10,9,18,342.25,27.75,981.75,18.6,57.63,0.1,112.02,22.6,60.35,23.88,4.73,5.55,12.1,37.3,48.38
NehruNagar,279.5,2018,10,9,19,553.5,26.95,982.15,18.4,63.7,0.1,142.18,4.9,28.08,22.8,5.23,7.2,23.25,36.5,16.97
NehruNagar,193.75,2018,10,9,20,484.5,26.38,982.7,18.88,65.08,0.4,109.95,4.85,31.77,18.05,4.13,7.25,17.33,35.93,18.88
NehruNagar,151,2018,10,9,21,444,25.78,983.1,19.05,71.62,0.35,95.68,5.45,59.78,14.98,2.68,5.4,13.45,36.65,34.05
NehruNagar,130.25,2018,10,9,22,380.75,27.05,983.05,19.03,67.45,0.75,76.35,91.67,98.97,9.05,1.92,2.8,9.35,42.08,125.25
NehruNagar,126.25,2018,10,9,23,354.75,25.93,982.85,17.97,74.98,0.53,90.67,105,98.3,7.2,2.48,2.75,6.75,42.1,135.98
NehruNagar,134.75,2018,10,10,0,339,26.2,982.9,17.88,71.55,0.92,80.43,17.25,80.3,3.4,4.9,1.53,5.17,45.32,54.67
NehruNagar,122.5,2018,10,10,1,275.5,25.65,982.95,17.43,75,0.93,96.7,19.68,77.65,5.77,4.57,1.27,3.82,46.15,55.32
NehruNagar,122.25,2018,10,10,2,269.25,25.3,983.02,17.3,77.03,1.22,94.23,13.6,67.135,16.15,4.95,6.33,3.52,35.83,44.775
NehruNagar,116,2018,10,10,3,248.5,24.85,983.18,17.75,79.78,1.38,100.32,7.52,56.62,8.88,13.77,1,2.85,36.82,34.23
NehruNagar,113,2018,10,10,4,230.25,24.45,983.32,17.53,83,0.92,97.55,12.65,64.72,4.97,4.7,1.68,2.45,41.6,42.67
NehruNagar,110.5,2018,10,10,5,229.75,24.55,983.62,17.02,81.68,0.98,95.02,13.48,60.45,3.72,8.23,1.15,2.17,40.73,41.15
NehruNagar,98,2018,10,10,6,215.75,24.47,984.1,26.32,80.6,1.87,99.3,10.33,54.18,6.1,16.65,1.1,2.1,38.55,35.2
NehruNagar,82.5,2018,10,10,7,210.25,24.88,984.9,94.15,79.55,1.95,102.22,11.9,49.85,3.17,19.83,1.13,1.92,37.62,34.2
NehruNagar,81.5,2018,10,10,8,211.25,26.48,985.83,222.67,72.55,1.88,108.73,13.1,42.83,4.88,25.45,1.15,2.1,37.32,31.47
NehruNagar,83.25,2018,10,10,9,227.25,28.45,986.38,296.6,65.45,1.67,97.65,12.4,44.05,9.85,37.77,1.15,2.25,39.1,31.57
NehruNagar,83,2018,10,10,10,222.5,29.8,986.38,474.78,60.8,1.42,75.92,8.35,33.47,12.25,68.32,1.15,2.43,37.35,22.62
NehruNagar,79.5,2018,10,10,11,228.75,31.05,985.8,547.53,55.8,1.65,83.43,6.25,29.08,8.77,86.15,1,2.62,35.85,18.52
NehruNagar,76.5,2018,10,10,12,213.75,32.27,984.8,564.58,50.65,1.7,91.47,6.43,34.45,11.67,96.92,0.95,2.1,33.22,21.6
NehruNagar,70.5,2018,10,10,13,208.25,32.8,983.67,523.8,48.1,1.8,100.75,6.12,32.95,8.47,105.73,0.9,1.95,32.45,20.5
NehruNagar,65,2018,10,10,14,211,32.93,982.82,426,45.98,1.82,105.25,7.23,39.48,13.72,97.52,0.9,1.72,29.4,25.05
NehruNagar,60.75,2018,10,10,15,202.25,32.65,982.25,264.5,44.65,1.75,103.82,6.62,42.2,14.53,96.25,0.9,1.6,27.82,25.83
NehruNagar,56.5,2018,10,10,16,193,31.7,982.2,97.95,47.47,1.3,98.55,7.4,63.55,15.78,71.07,1.03,1.72,26.33,37.82
NehruNagar,57.25,2018,10,10,17,231,30.75,982.3,37.6,50.68,0.92,93.9,13.8,100.25,14.05,20.78,1.53,2.3,24.23,62.68
NehruNagar,68,2018,10,10,18,278.75,29.67,982.55,18.97,54.3,0.8,82.9,36.52,113.55,15.68,3.65,2.07,3.25,27.7,88.15
NehruNagar,81.25,2018,10,10,19,296,28.97,982.95,18.8,56.92,0.8,85.42,67.68,110.95,13.7,1.92,2.77,4.65,27.53,112.27
NehruNagar,87.75,2018,10,10,20,303.5,28.03,983.38,19.1,60.5,0.7,105.95,98.02,108.3,11.6,24.7,2.77,6.07,27.92,135.8
NehruNagar,94.5,2018,10,10,21,307.5,27.45,983.82,19.25,62.77,0.65,93.05,43.77,90.45,11.6,1.97,2.05,4.62,28.75,81.83
NehruNagar,88.75,2018,10,10,22,251,27.18,984.05,19.35,63.85,0.8,103.6,33.5,84.22,8.72,1.95,1.62,3.52,28.87,70.1
NehruNagar,85.75,2018,10,10,23,247.5,26.9,984.3,19.38,66.2,1.05,104.27,30.6,77.27,8.27,4.62,1.47,3.15,29.88,64
NehruNagar,93.75,2018,10,11,0,244.75,26.53,984.25,19.7,69.08,0.93,95.52,26.62,72.63,7.15,1.23,1.42,2.68,31.98,58.32
NehruNagar,108.25,2018,10,11,1,236.5,26.25,984.05,19.8,72.62,0.95,101.02,17.73,66.15,6.55,1.98,1.23,2.62,35.93,47.7
NehruNagar,100,2018,10,11,2,221.5,25.5,983.9,19.4,77.75,0.88,108.67,71.55,101.6,11.28,5.23,2.4,2.38,28.17,110.33
NehruNagar,98,2018,10,11,3,211.75,25.22,983.93,19.28,79.05,1.1,112.73,7.25,45.35,7.2,19.67,1.1,2.05,29.3,28
NehruNagar,91,2018,10,11,4,194.75,25,984.15,19.3,81.15,1.4,99.48,6.58,43.12,3.87,21.8,1.18,1.82,32.25,26.3
NehruNagar,90.75,2018,10,11,5,193.5,24.77,984.57,19.28,82.67,1.55,100.4,11.15,52.92,3.7,8.68,1.18,1.8,34.5,35.32
NehruNagar,96.5,2018,10,11,6,201,24.75,985.12,26.7,82.12,2.02,103.1,11.55,49.28,6.05,10.95,1.15,1.9,35.72,33.6
NehruNagar,90.5,2018,10,11,7,207.25,25.17,985.45,88.82,80.62,2.18,102.93,20,52.93,6.62,9.1,1.27,2.1,35.1,42.52
NehruNagar,95.5,2018,10,11,8,232,26.7,985.9,214.62,74.48,1.88,119.45,19.7,48.75,17.95,18.47,1.27,2.5,35.17,40
NehruNagar,93,2018,10,11,9,232.5,27.62,985.85,234.57,69.1,1.78,116.15,11.38,44.12,9.72,36.35,1.22,2.3,34.05,30.7
NehruNagar,84.25,2018,10,11,10,234.25,29.97,986.55,448.82,56.18,1.82,125.98,12.27,44.12,11.78,61.35,1.2,2.3,34.03,31.37
NehruNagar,76,2018,10,11,11,259.5,31.08,986.2,520.65,50.68,1.78,126.38,11.27,47.88,7.67,78.15,1.05,2.17,32.57,32.42
NehruNagar,67.25,2018,10,11,12,300,33.35,985.35,527.4,43.73,0.53,218.15,5.25,20.08,11.52,120.23,0.95,1.93,31,13
NehruNagar,60.75,2018,10,11,13,269.75,28.1,985.12,444.4,54.47,2.65,340.95,4.9,20.38,13.7,101.75,0.8,2.03,28.78,12.83
NehruNagar,35.5,2018,10,11,14,413.75,26.68,985.27,409.65,50.85,1.85,187.53,9.25,33.45,12.4,56.08,0.78,1.95,23.57,23.2
NehruNagar,24.5,2018,10,11,15,291,27.13,984.98,252.55,41.5,1.22,28.75,10.65,35.62,9.97,46.5,0.67,1.58,21.27,25.75
NehruNagar,22.25,2018,10,11,16,417.75,26.25,985.05,95.18,42.73,1,37.17,8.12,36.45,13.45,41.4,0.73,1.65,19.5,23.95
NehruNagar,19.75,2018,10,11,17,201.5,25.62,985.23,37.95,42.07,0.98,67.6,8.3,42.7,11.32,34.15,0.83,1.7,18.47,27.6
NehruNagar,19,2018,10,11,18,130,24.5,985.65,18.45,45.82,1.22,85.2,17.43,60.88,34.25,12.37,0.95,1.75,16.3,44.6
NehruNagar,21.25,2018,10,11,19,100.75,23.78,986.18,18.45,49.78,0.9,89.35,31.75,60.67,7.58,10.65,1.22,1.87,17.92,56.25
NehruNagar,29.25,2018,10,11,20,111.25,23.23,986.68,18.15,53.4,1.03,124.9,55.98,66.37,11.58,1.67,1.45,2.8,20.98,78.98
NehruNagar,33.5,2018,10,11,21,133,22.75,987.15,18.28,56.82,0.95,115.1,38.2,59.2,13.77,2.93,1.2,2.6,22.15,60.85
NehruNagar,36.5,2018,10,11,22,126.5,22.02,987.47,18.2,61.68,0.53,173.9,44.88,58.95,18.88,2.08,1.25,2.15,23.1,65.9
NehruNagar,40.25,2018,10,11,23,129.5,21.55,987.55,17,65.7,0.43,249.9,27.53,50.25,13.67,3.12,1,2.33,25.07,47.35
NehruNagar,41.5,2018,10,12,0,123,20.57,987.35,16.72,71.2,0.65,311.95,30.68,46.6,12.72,19.67,0.97,2.1,25.25,47.77
NehruNagar,51.75,2018,10,12,1,135.75,20.42,987.15,16.58,68.25,0.7,321.95,21.53,41.42,13.2,5.1,0.83,2.48,25.68,37.5
NehruNagar,45.5,2018,10,12,2,103.5,19.87,987.02,16.73,70.6,0.5,305.38,18.650002,42.335,11.4,5,0.765,2.05,22.875,35.675
NehruNagar,28.75,2018,10,12,3,80.75,19.55,986.88,16.58,72.62,0.38,297.88,15.77,43.25,9.6,5.37,0.7,1.92,20.07,33.85
NehruNagar,30.5,2018,10,12,4,84.75,19.37,986.83,15.45,73.98,0.52,302.45,31.95,44.05,13.75,5.3,0.8,2.4,23.45,47.48
NehruNagar,42.25,2018,10,12,5,105.5,18.95,987.5,14.77,77.93,0.18,255.07,46.6,40.52,11.5,3.77,0.68,2.12,25.78,57.22
NehruNagar,59.75,2018,10,12,6,149.5,19.17,988.47,24.6,78.45,0.2,241.72,59.7,43.65,12.6,33.8,0.9,3.05,27.67,69.9
NehruNagar,76.25,2018,10,12,7,216.5,22.35,989.07,92.53,63.85,0.28,68.67,54.92,53.8,63.45,71.7,1.23,5,29.45,71.3
NehruNagar,81.5,2018,10,12,8,200.25,25.1,989.3,244.93,52.72,0.65,45.9,44.5,64.18,52.6,109.6,1.18,5.03,29.25,68.53
NehruNagar,75.75,2018,10,12,9,211.75,28.15,989.22,343.82,42.35,0.35,178.98,21.72,62.9,35.2,55.15,1.05,3.82,28.97,49.12
NehruNagar,68.25,2018,10,12,10,207.75,30.35,988.72,522.3,37.38,0.5,249.63,16.88,46.12,29.62,69.85,0.9,3.6,31.47,37.45
NehruNagar,55.25,2018,10,12,11,178,31.8,988.12,596.8,37.8,0.48,340.57,10.65,52.13,28.1,44.525,1.2,2.55,31.62,34.57
NehruNagar,51.5,2018,10,12,12,173.75,32.58,987.22,587.02,36.2,0.47,293.1,6.3,40.82,19.25,19.2,1.9,2.5,31.45,24.88
NehruNagar,58,2018,10,12,13,195.5,33.18,986.4,542.88,31,0.35,202.15,4.97,32.4,17.53,57.5,2,2.45,30.65,19.28
NehruNagar,64.75,2018,10,12,14,235.75,33.05,985.5,392.47,31.35,0.78,297.8,4.4,33.2,14.1,66.7,1.92,2.4,29.4,19.25
NehruNagar,64.75,2018,10,12,15,199.5,31.4,984.9,226.73,34.85,0.7,307.1,4.4,31.57,16.35,72.48,1.7,3.07,32.48,18.4
NehruNagar,57.25,2018,10,12,16,175,29.08,984.88,80.5,40.35,0.75,302.32,4.33,30.3,17.63,66.33,1.63,2.68,34.62,17.68
NehruNagar,67.5,2018,10,12,17,196,26.9,985.1,27.55,43.33,0.57,296.4,5.5,57.15,13.95,43.22,0.93,2.3,33.9,32.97
NehruNagar,126,2018,10,12,18,265.25,25.42,985.48,6.1,44.75,0.33,279.78,23.7,111.75,14.4,7.08,1.32,5.73,35.38,76.72
NehruNagar,186.5,2018,10,12,19,313.5,24.22,985.9,5.8,49.73,0.4,306.32,42.73,106.42,13.25,4.15,1.53,7.92,37.28,89.45
NehruNagar,167.25,2018,10,12,20,309.25,22.55,986.73,13.95,55.57,0.1,203.52,62.25,98,9.83,3.02,1.53,7.42,36.43,100.9
NehruNagar,122,2018,10,12,21,266.5,22.1,986.88,28.3,57.75,0.1,194.45,80.9,91.55,9.6,3.43,1.42,7.2,36.3,112.62
NehruNagar,97.5,2018,10,12,22,246.75,21.47,987.07,28.47,62.08,0.1,228.8,87.33,84,10.18,4,1.63,8.23,38.38,113.85
NehruNagar,117.5,2018,10,12,23,265.75,20.93,987.18,29,66.2,0.1,180.75,121.05,87.8,12.13,6.3,2.22,8.13,40.08,143.28
NehruNagar,133.25,2018,10,13,0,303.75,20.45,986.9,27.7,68.08,0.23,275.88,141.5,79.2,14.58,6.25,2.03,8.25,41.85,155.6
NehruNagar,149.5,2018,10,13,1,310.25,19.73,986.77,27.25,71,0.1,242.52,98.5,74.15,16.55,6.3,1.42,5.8,44.25,117.72
NehruNagar,165,2018,10,13,2,289.5,19.1,986.6,26.7,72.8,0.13,227.7,85.509995,71.375,14.4,4.58,1.395,5.02,43.09,105.685
NehruNagar,211,2018,10,13,3,326.25,19.03,986.55,25.7,73.9,0.1,211.93,72.52,68.6,12.25,4.62,1.37,4.98,41.93,93.65
NehruNagar,221.75,2018,10,13,4,328.5,18.62,986.9,20.32,80.35,0.18,252.15,104.75,62.2,10.83,7.52,1.63,5.05,46.55,116.38
NehruNagar,218,2018,10,13,5,314.25,18.55,987.68,13.6,82.98,0.18,289.35,99.6,58.65,10.3,9.25,1.77,5.92,47.85,110.4
NehruNagar,230.25,2018,10,13,6,336.75,18.82,988.32,19.97,83.02,0.18,271.78,87.07,58.25,10.65,10.55,1.87,6.4,50.52,100.02
NehruNagar,284.75,2018,10,13,7,446.75,22.25,988.95,90.65,72.15,0.25,249.52,101.35,72.12,12.1,9.55,2.3,7.15,53.18,119.05
NehruNagar,317.75,2018,10,13,8,523.75,26.7,989.4,227.88,55.07,0.38,275.1,39.53,88.15,21.6,13.62,1.62,7.88,55.65,77.08
NehruNagar,243.75,2018,10,13,9,419.25,29.15,989.4,323.65,47.48,0.68,292.5,21.05,97.95,24.35,24.03,1.38,6.05,52.6,67.25
NehruNagar,187,2018,10,13,10,354,30.43,989.43,468.75,39.07,0.58,273.4,6.98,48.1,20.55,63.13,1,5.1,46.9,29.28
NehruNagar,134.25,2018,10,13,11,281,32.17,988.88,542.4,32.9,0.65,268.22,5.07,35.03,21.62,100.62,1.03,6.38,42.5,20.83
